,text_id,annotators_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit,agreement_is_noise_or_spam_text,agreement_related_to_election_2024,agreement_toxicity,agreement_polarized,agreement_profanity_obscenity,agreement_threat_incitement_to_violence,agreement_insults,agreement_identity_attack,agreement_sexually_explicit,cleaned_text
5188,5669-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']",Baru jumpa yg beginian ; SATU KELUARGA GILA KEKUASAAN. sedih bangasaku,,Disabilitas,0,1,1,1,0,0,1,0,0,True,False,False,False,True,True,False,True,True,Baru jumpa yg beginian ; SATU KELUARGA GILA KEKUASAAN. sedih bangasaku
5203,5682-01-01 00:00:00,"['3', '11', '29', '25']","mayoritas Islam tentunya menginginkan ULIL AMRI nya yang paham akan agamanya, yang Sholeh, cerdas, dan terbukti berprestasi, serta bukan jongos komunis China itu yg terpenting. Yang benci ULAMA untuk dijadikan pemimpin hanyalah antek p3k1 Dari CAPRES yang ada. Anies Baswedan, dan cak Imin adalah pasangan ideal yang bisa menyatukan umat. Salam perubahan untuk Indonesia yg berkeadilan sosial. AMIN",,Tionghoa,0,1,1,1,0,0,0,0,0,True,True,False,True,False,True,False,False,True,"mayoritas Islam tentunya menginginkan ULIL AMRI nya yang paham akan agamanya, yang Sholeh, cerdas, dan terbukti berprestasi, serta bukan jongos komunis China itu yg terpenting. Yang benci ULAMA untuk dijadikan pemimpin hanyalah antek p3k1 Dari CAPRES yang ada. Anies Baswedan, dan cak Imin adalah pasangan ideal yang bisa menyatukan umat. Salam perubahan untuk Indonesia yg berkeadilan sosial. AMIN"
5207,5686-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']","BANDINGKAN NEGARA2 SOVIET (NEGARA KAFIR), TURKI, IRAN (SYIAH) VS ARAB SAUDI : SAUDI MENGAKU BERMANHAJ SALAF NEGARA KERAJAAN KATANYA MENJADI PUSAT ISLAM TEGA MEMBIARKAN WILAYAH ISLAM DIJAJAH ZIONIS, MEREKA HIDUP TENANG BERGELIMANGAN HARTA, ULAMA2 NYA HANYA SIBUK DGN PROGRAM TUDUHAN BID'AH TAK PEDULI DGN PENDERITAAN UMMAT ISLAM, MEREKA BERGELIMANGAN HARTA KARENA MINYAK DAN KARENA MEREKA DAPAT MANFAAT MATERI LUAR BIASA DARI KOTA SUCI MEKAH DAN MADINAH DAN KA'BAH YG DIKUNJUNGI JUTAAN UMMAT ISLAM DUNIA, MEREKA MEMPERTONTONKAN SIBUK MELANGGENGKAN DINASTI DAN BERGELIMANGAN HARTA. ULAMA NYA SIBUK MENYEBARKAN JARGON SALAF KESELURUH DUNIA TAPI DIAM SERIBU BAHASA THD PALESTINA MEREKA PURA2 BUTA SEJARAH. PERTANYAAN EMANG BEGITU MANHAJ SALAF, BEGITUKAH AJARAN ISLAM , BEGITU KAH YG DICONTOHKAN SALAF.",,"Syiah, Jewish, Disabilitas",0,0,1,1,0,0,0,1,0,True,True,False,True,True,True,False,False,True,"BANDINGKAN NEGARA2 SOVIET (NEGARA KAFIR), TURKI, IRAN (SYIAH) VS ARAB SAUDI : SAUDI MENGAKU BERMANHAJ SALAF NEGARA KERAJAAN KATANYA MENJADI PUSAT ISLAM TEGA MEMBIARKAN WILAYAH ISLAM DIJAJAH ZIONIS, MEREKA HIDUP TENANG BERGELIMANGAN HARTA, ULAMA2 NYA HANYA SIBUK DGN PROGRAM TUDUHAN BID'AH TAK PEDULI DGN PENDERITAAN UMMAT ISLAM, MEREKA BERGELIMANGAN HARTA KARENA MINYAK DAN KARENA MEREKA DAPAT MANFAAT MATERI LUAR BIASA DARI KOTA SUCI MEKAH DAN MADINAH DAN KA'BAH YG DIKUNJUNGI JUTAAN UMMAT ISLAM DUNIA, MEREKA MEMPERTONTONKAN SIBUK MELANGGENGKAN DINASTI DAN BERGELIMANGAN HARTA. ULAMA NYA SIBUK MENYEBARKAN JARGON SALAF KESELURUH DUNIA TAPI DIAM SERIBU BAHASA THD PALESTINA MEREKA PURA2 BUTA SEJARAH. PERTANYAAN EMANG BEGITU MANHAJ SALAF, BEGITUKAH AJARAN ISLAM , BEGITU KAH YG DICONTOHKAN SALAF."
5209,5688-01-01 00:00:00,"['3', '11', '28', '27']","Betapa Takut Jokowi dg Dosa dirinya dan Rezimnya selama berkuasa terhadap bangsa dan negara ini setelah lengser nanti Mumpung masih ada kesempatan, dia bangun benteng pelindung sebelum lengser, sekalipun dia harus berkhianat dg PDIP dan Megawati, karena menurut penilaiannya PDIP dan Megawati akan lepas tangan dan cuci tangan atas dosa Jokowi dan rezimnya setelah dirinya lengser, apalagi diperkirakannya Ganjar dan PDIP akan tumbang kali ini. Jokowi berpendapat Prabowo adalah capres yg kuat karena didukung koalisi gendut, sedangkan Anies Baswedan tidak masuk perhitungannya, setidaknya menurut lembaga survey. Itulah sebabnya Jokowi akrab dan mendukung penuh Prabowo. Saya kira kadang2 anda masih bisa nyenyak tidur sekarang ya karena yakin bangunan pelindung yg anda gubah sekarang cukup kokoh. Selamat bermimpi tuan Jokowi Semoga KPU tetap teguh menerapkan batas minimal usia capres cawapres 40 tahun Salam perubahan dari relawan Amin",,Disabilitas,0,1,1,1,0,0,1,0,0,True,True,False,True,True,True,False,True,True,"Betapa Takut Jokowi dg Dosa dirinya dan Rezimnya selama berkuasa terhadap bangsa dan negara ini setelah lengser nanti Mumpung masih ada kesempatan, dia bangun benteng pelindung sebelum lengser, sekalipun dia harus berkhianat dg PDIP dan Megawati, karena menurut penilaiannya PDIP dan Megawati akan lepas tangan dan cuci tangan atas dosa Jokowi dan rezimnya setelah dirinya lengser, apalagi diperkirakannya Ganjar dan PDIP akan tumbang kali ini. Jokowi berpendapat Prabowo adalah capres yg kuat karena didukung koalisi gendut, sedangkan Anies Baswedan tidak masuk perhitungannya, setidaknya menurut lembaga survey. Itulah sebabnya Jokowi akrab dan mendukung penuh Prabowo. Saya kira kadang2 anda masih bisa nyenyak tidur sekarang ya karena yakin bangunan pelindung yg anda gubah sekarang cukup kokoh. Selamat bermimpi tuan Jokowi Semoga KPU tetap teguh menerapkan batas minimal usia capres cawapres 40 tahun Salam perubahan dari relawan Amin"
5217,5695-01-01 00:00:00,"['3', '11', '29', '25']","Bodoh nya orang orang yang tidak punya akal ikut beperang( jihadis) dari berbagai aliansi dan berbagai negara dan orang orang yang ikut mendukung Propoganda Barat-Zionis untuk menjatuhkan Bassar Al Assad dengan prpoganda Madzhab Sunni-Syiah. Padahal itu adalah rencana Zionis dan Elit dajjal untuk menguasai tanah syam dan segala Emas di dalamnya. Dan banyak ustadz 🇮🇩 yang dulu bersuara dan satu suara dengan As, zionis yaitu Bashar Al Assad Syi'ah laknatullah, padahal ia aslinya Moderat dan isterinya Seorang Sunni. Dan akhirnya Assad  Kita warga 🇮🇩 yang tanpa sadar ikut menyebarkan hoax tentang propoganda bassar Al Assad syi'ah laknatullah dan membunuh rakyat nya sendiri kudu",,"Syiah, Jewish",0,0,1,1,0,0,0,1,0,True,True,True,True,False,False,False,False,True,"Bodoh nya orang orang yang tidak punya akal ikut beperang( jihadis) dari berbagai aliansi dan berbagai negara dan orang orang yang ikut mendukung Propoganda Barat-Zionis untuk menjatuhkan Bassar Al Assad dengan prpoganda Madzhab Sunni-Syiah. Padahal itu adalah rencana Zionis dan Elit dajjal untuk menguasai tanah syam dan segala Emas di dalamnya. Dan banyak ustadz 🇮🇩 yang dulu bersuara dan satu suara dengan As, zionis yaitu Bashar Al Assad Syi'ah laknatullah, padahal ia aslinya Moderat dan isterinya Seorang Sunni. Dan akhirnya Assad  Kita warga 🇮🇩 yang tanpa sadar ikut menyebarkan hoax tentang propoganda bassar Al Assad syi'ah laknatullah dan membunuh rakyat nya sendiri kudu"
5227,5703-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']","Ncep bin koh Wiwi sering posting sumur resapan yg masih dalam proses pembangunan, padahal jalan raya yg mereka lewati setiap hari terdapat lebih dari 3 ribu sumur resapan karya Anies, tapi mereka gak sadar. (Ini Khusus buat warga DKI ya. Warga udik kudu nyimak aja )😝",,UNKNOWN,0,0,1,1,0,0,1,0,0,True,False,False,False,True,True,False,True,True,"Ncep bin koh Wiwi sering posting sumur resapan yg masih dalam proses pembangunan, padahal jalan raya yg mereka lewati setiap hari terdapat lebih dari 3 ribu sumur resapan karya Anies, tapi mereka gak sadar. (Ini Khusus buat warga DKI ya. Warga udik kudu nyimak aja )😝"
5228,5704-01-01 00:00:00,"['3', '11']","Mungkin bagi kubu sebelah, PDI Perjuangan tidak tahu cara-cara jahat mereka untuk merebut kekuasaan.. Kalau sudah diingatkan tapi tetap saja bebal, ya mau apalagi.. Tetapi sekali lagi yang gue paling suka dari PDI Perjuangan adalah mereka bukan kelompok yang gila dan haus akan kekuasaan..",,Disabilitas,0,0,1,1,0,0,1,0,0,True,False,True,True,True,True,True,True,True,"Mungkin bagi kubu sebelah, PDI Perjuangan tidak tahu cara-cara jahat mereka untuk merebut kekuasaan.. Kalau sudah diingatkan tapi tetap saja bebal, ya mau apalagi.. Tetapi sekali lagi yang gue paling suka dari PDI Perjuangan adalah mereka bukan kelompok yang gila dan haus akan kekuasaan.."
5249,5723-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']","Jika peminpin kita mengutamakan kepentingan pribadi dan keluarga serta golongan mereka diatas kepentingan bangsa dan negara, mungkin rakyat indonesia ini dibuat mereka bodoh, terbelakang agar mereka menjadi tuan atas kita turun temurun (dinasti)",,UNKNOWN,0,0,1,1,0,0,1,0,0,True,False,False,False,False,True,False,True,True,"Jika peminpin kita mengutamakan kepentingan pribadi dan keluarga serta golongan mereka diatas kepentingan bangsa dan negara, mungkin rakyat indonesia ini dibuat mereka bodoh, terbelakang agar mereka menjadi tuan atas kita turun temurun (dinasti)"
5250,5724-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']",MANUSIA KERDIL MENJADI KADRUN DADAKAN GILA JABATAN 11 12 SAMA BADUD YAMAN,,Disabilitas,0,0,1,1,0,0,1,0,0,True,False,True,False,False,True,False,False,True,MANUSIA KERDIL MENJADI KADRUN DADAKAN GILA JABATAN 11 12 SAMA BADUD YAMAN
5253,5727-01-01 00:00:00,"['3', '11', '28', '27']",Cuma di +62 ini sampah (pecatan) mo dijadikan presiden 😜gila loe drun!,,Disabilitas,0,0,1,0,0,0,1,0,0,True,False,False,False,False,True,False,False,True,Cuma di +62 ini sampah (pecatan) mo dijadikan presiden 😜gila loe drun!
5255,5729-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']","BISMILLAH MURAHNYA GELAR HABIB.. Di Indonesia dan di negara yang berkembang ajaran SUFI nya, fenomena GELAR HABIB SANGATLAH MURAH !! Sangat disayangkan umat di negeri ini sangat gampang tertipu dengan kedok bergelar Habib, bahkan sampai taklid buta. Logika saja, kenapa di negara yang berkembang ajaran Sufi banyak mengklaim keturunan Nabi(Habib) khusus nya di indonesia. Semoga kita semua bisa berpikir cerdas dalam beragama, tidak mudah tertipu akan kedok HABIB. Allahul musta'an,,!! Habib aja dongeng gimana mau dakwah di makkah dan madinah 🤣🤣🤣🤣",,Disabilitas,0,0,1,1,0,0,1,1,0,True,True,True,False,True,True,False,False,True,"BISMILLAH MURAHNYA GELAR HABIB.. Di Indonesia dan di negara yang berkembang ajaran SUFI nya, fenomena GELAR HABIB SANGATLAH MURAH !! Sangat disayangkan umat di negeri ini sangat gampang tertipu dengan kedok bergelar Habib, bahkan sampai taklid buta. Logika saja, kenapa di negara yang berkembang ajaran Sufi banyak mengklaim keturunan Nabi(Habib) khusus nya di indonesia. Semoga kita semua bisa berpikir cerdas dalam beragama, tidak mudah tertipu akan kedok HABIB. Allahul musta'an,,!! Habib aja dongeng gimana mau dakwah di makkah dan madinah 🤣🤣🤣🤣"
5263,5736-01-01 00:00:00,"['3', '11', '28', '27']","Jadi Cawapres karena politik dinasti, Nepotisme, cacat etik, cacat moral dan cacat hukum tidak layak maju Pilpres. Rakyat pasti menolak..👐",,Disabilitas,0,1,1,1,0,0,1,0,0,True,False,False,False,True,True,False,True,True,"Jadi Cawapres karena politik dinasti, Nepotisme, cacat etik, cacat moral dan cacat hukum tidak layak maju Pilpres. Rakyat pasti menolak..👐"
5265,5738-01-01 00:00:00,"['3', '11', '29', '25']",ini orang stres dan gak waras . tapi wajib dibilang wali alloh oleh keturunan yaman. kalau pada pribumi 100 % dibilang gila dan bukan wali. pembodohan bertopeng agama. salam akal sehat selalu.,,Disabilitas,0,0,1,1,0,0,1,0,0,True,False,True,False,False,True,False,False,True,"ini orang stres dan tidak waras, tapi wajib dibilang wali Allah oleh keturunan Yaman. kalau pada pribumi 100% dibilang gila dan bukan wali. pembodohan bertopeng agama. salam akal sehat selalu."
5275,5747-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']","UNTUNG KEBURU VIRAL, CARA MELEMAHKAN SUATU BANGSA BELOKAN SEJARAHNYA, DAN IMIGRAN YAHUDI YAMAN TELAH MEMBUKTIKAN UNTUNG KEBURU VIRAL",,"Jewish, Rohingya",0,0,1,1,0,0,0,1,0,True,True,False,False,True,True,False,False,True,"UNTUNG KEBURU VIRAL, CARA MELEMAHKAN SUATU BANGSA BELOKAN SEJARAHNYA, DAN IMIGRAN YAHUDI YAMAN TELAH MEMBUKTIKAN UNTUNG KEBURU VIRAL"
5276,5748-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']","Cuman ada di Aliran Ahlul BID'AH, KUBURIYUN, SUFI dan Sy1'4h seorang Wali ODGJ  Mereka tidak punya adab terhadap WALI nya  Mereka biarkan Walinya seperti gelandangan atau orang gila tidak di berikan baju yang layak",,Disabilitas,0,0,1,1,0,0,1,0,0,True,True,False,False,True,True,False,False,True,"Cuman ada di Aliran Ahlul BID'AH, KUBURIYUN, SUFI dan Sy1'4h seorang Wali ODGJ  Mereka tidak punya adab terhadap WALI nya  Mereka biarkan Walinya seperti gelandangan atau orang gila tidak di berikan baju yang layak"
5333,1-58,"['7', '15']","Hanya orang2 muslim bodoh yg mau milih partai PDIP yg selama ini selalu mengkerdilkan umat islam,bahkan pdip pernah bilang mereka tidak butuh suara umat islam",,UNKNOWN,0,0,1,0,0,0,1,0,0,True,False,True,False,True,True,True,False,True,"Hanya orang2 muslim bodoh yg mau milih partai PDIP yg selama ini selalu mengkerdilkan umat islam,bahkan pdip pernah bilang mereka tidak butuh suara umat islam"
5336,5801-01-01 00:00:00,"['3', '11', '29', '25']","IDN TIMES WORLD NEWS Bang To6g Keras. Erdogan Sebut Israel Teroris Erdogan minta Israel diadili di Mahkamah Internasional Baca Berita Terupdate Lainnya, dari Politik sampai Entertainment IDN AS Google Play Presiden Turki, Recep Tayyip Erdogan, mengeluarkan pernyataan terbarunya soal kondisi Gaza saat ini. Erdogan dengan tegas menyebut Israel sebagai teroris.

Tak cuma menyebut sebagai teroris, Erdogan juga mendorong agar seluruh pemimpin Israel, termasuk Benjamin Netanyahu, diadili di Mahkamah Internasional. Pihaknya, ditegaskan Erdogan, setia melabeli orang Israel sebagai pelaku pendudukan dan teroris. Selain itu, Erdogan juga meminta agar Israel mengaku apakah memiliki senjata nuklir atau tidak, yang dikhawatirkan bisa digunakan untuk menyerang Gaza.

Artikel IDN Times sekarang bisa dibaca di IDN App lho, download sekarang di Google Play & App Store! 
 
Temukan info TERBARU lainnya: @IDNTimes.Video @IDNTimes.Korea @IDNTimes.Community @IDNTimes.Hype @Duniaku_com @Popbela_com @Popmama_com⁣ @Yummy.IDN @Fortune.IDN 
⁣ 
⁣#IDNTimes #SuaraMillennial #DiversityisBeautiful #DemocratizeInformation #Trending #Viral #IDNTimesWorldNews #Gaza #Erdogan",,Jewish,0,0,1,1,0,0,0,0,0,True,True,False,False,True,True,False,False,True,"IDN TIMES WORLD NEWS Bang To6g Keras. Erdogan Sebut Israel Teroris Erdogan minta Israel diadili di Mahkamah Internasional Baca Berita Terupdate Lainnya, dari Politik sampai Entertainment IDN AS Google Play Presiden Turki, Recep Tayyip Erdogan, mengeluarkan pernyataan terbarunya soal kondisi Gaza saat ini. Erdogan dengan tegas menyebut Israel sebagai teroris.

Tak cuma menyebut sebagai teroris, Erdogan juga mendorong agar seluruh pemimpin Israel, termasuk Benjamin Netanyahu, diadili di Mahkamah Internasional. Pihaknya, ditegaskan Erdogan, setia melabeli orang Israel sebagai pelaku pendudukan dan teroris. Selain itu, Erdogan juga meminta agar Israel mengaku apakah memiliki senjata nuklir atau tidak, yang dikhawatirkan bisa digunakan untuk menyerang Gaza.

Artikel IDN Times sekarang bisa dibaca di IDN App lho, download sekarang di Google Play & App Store! 
 
Temukan info TERBARU lainnya: @IDNTimes.Video @IDNTimes.Korea @IDNTimes.Community @IDNTimes.Hype @Duniaku_com @Popbela_com @Popmama_com⁣ @Yummy.IDN @Fortune.IDN 
⁣ 
⁣#IDNTimes #SuaraMillennial #DiversityisBeautiful #DemocratizeInformation #Trending #Viral #IDNTimesWorldNews #Gaza #Erdogan"
5341,5806-01-01 00:00:00,"['3', '11']",siang malam susah tidur. s.m”s2 ciri2 orgil #motivasuu,,Disabilitas,0,0,1,0,0,0,0,0,0,True,True,True,True,True,True,False,False,True,Siang malam susah tidur. sm s2 ciri-ciri orang #motivasi
5358,5821-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']","*Kamu tuh baca sejarah yg mana?

Perhatikan foto ini baik2.

Ini adalah kota Jaffa. Palestina. 

Di kota ini dulu, ada Arab Islam, Arab Kristen, dll dsbgnya. 

Berhentilah termakan propganda artis2, pesohor2 yg bahkan tidak pernah baca sejarah. Kamu percaya mana? Soekarno atau selebgram2? Najis deh!

*Tere Liye",,Kristen,0,0,1,0,0,0,0,0,0,True,True,False,False,False,True,False,True,True,"Kamu tuh baca sejarah yang mana? Perhatikan foto ini baik‑baik. Ini adalah kota Jaffa, Palestina. Di kota ini dulu ada Arab Islam, Arab Kristen, dan lain‑lain. Berhentilah termakan propaganda artis‑artis, pesohor‑pesohor yang bahkan tidak pernah baca sejarah. Kamu percaya mana? Soekarno atau selebgram‑selebgram? Najis deh! Tere Liye"
5371,5833-01-01 00:00:00,"['3', '11', '29', '25']",Di indo si gw disebut si gendut babi badan besar.. ternyata ga ada apa apa nya ama @btr_lunnaombotak 😂😂😂😂 Di indo si gw disebut si gendut babi badan besar.. ternyata ga ada apa apa nya ama @btr_lunnaombotak 😂😂😂😂,,Disabilitas,0,0,1,0,0,0,1,0,0,True,True,False,True,True,True,False,True,True,Di Indo saya disebut gendut babi badan besar.. ternyata tidak ada apa-apa nya dengan @btr_lunnaombotak 😂😂😂😂 Di Indo saya disebut gendut babi badan besar.. ternyata tidak ada apa-apa nya dengan @btr_lunnaombotak 😂😂😂😂
5372,5834-01-01 00:00:00,"['3', '11']","MAKIN GEDE MAKIN ΚΑΥΑ ΚΑΥΑ ORANG GILA Siapa yang mau jadi kaya??

Kaya ap??",,Disabilitas,0,0,1,0,0,0,0,0,0,True,True,True,True,True,True,False,False,True,Makin gede makin gila orang gila. Siapa yang mau jadi kaya? Kaya apa?
5419,5877-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']","Untuk perempuan gila, Yang menafkahi om-om korea, Tambah tua, Tambah gila ya. Perayaanmu sengaja terlambat 🥰 @sllvrxx",,Disabilitas,0,0,1,0,0,0,0,0,0,True,True,False,True,True,True,False,False,True,"Untuk perempuan gila yang menafkahi om‑om Korea, tambah tua, tambah gila ya. Perayaanmu sengaja terlambat 🥰 @sllvrxx"
5424,5881-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']",ga kuat bgt. israel jahanammmmm,,Jewish,0,0,1,0,0,0,0,0,0,True,True,False,False,False,True,False,False,True,ga kuat bgt. israel jahanammmmm
5434,5890-01-01 00:00:00,"['3', '11', '29', '25']",Dan jangan lupa mengucap Israel kontol,,Jewish,0,0,1,0,1,0,0,0,0,True,True,True,False,True,True,False,False,False,Dan jangan lupa mengucapkan Israel kontol
5457,5910-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']",W bisa ngapalin jalan dengan cepat dgn google maps. BbUT MAPS GAME??? W BUTA BGT BJINGAN. KYK???? O,,Disabilitas,0,0,1,0,1,0,0,0,0,True,True,False,True,False,True,False,True,True,W bisa ngapalin jalan dengan cepat dgn google maps. BbUT MAPS GAME??? W BUTA BGT BJINGAN. KYK???? O
5468,5920-01-01 00:00:00,"['3', '11', '29', '25']","Hayu ahh,,, siapa yg berani gebuk Israel duluan,,, yg Laen pasti",,Jewish,0,0,1,0,0,1,0,0,0,False,True,False,False,True,False,True,False,True,"Hayu ah, siapa yang berani gebuk Israel duluan, yang lain pasti"
5470,5922-01-01 00:00:00,"['3', '11', '29', '25']","Sampaikan pesan tentang Palestina ini kepada siapapun yang kita kenal, keluarga, kerabat, tetangga, dan siapapun. Biar mereka semua tahu, di negeri Palestina terdapat penjajahan paling biadab yang dilakukan Zionis Israel. #IsraelTerorrist #Gazabombing #KejahatanPerang",,Jewish,0,0,1,0,0,0,0,0,0,True,True,False,False,True,False,False,False,True,"Sampaikan pesan tentang Palestina ini kepada siapapun yang kita kenal, keluarga, kerabat, tetangga, dan siapapun. Biar mereka semua tahu, di negeri Palestina terdapat penjajahan paling biadab yang dilakukan Zionis Israel. #IsraelTerorrist #Gazabombing #KejahatanPerang"
5479,5930-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']",Cuaca kaya orgil guntur guntur doang ujan kaga tlolll,,Disabilitas,0,0,1,0,0,0,0,0,0,True,True,False,True,False,True,False,True,True,"Cuaca seperti orang guntur‑guntur saja, hujan tidak tolol."
5484,5935-01-01 00:00:00,"['3', '11', '28', '29', '27', '25']","Nahan rindu memang berat , tapi nahan sangee lebih berat Seminggu nggak ngocok, bisa gila 🥵",,Disabilitas,0,0,1,0,0,0,0,0,1,True,True,False,True,False,True,True,True,False,"NahanRindu memang berat, tapi NahanSange lebih berat. Seminggu nggak ngocok, bisa gila 🥵"
5512,5960-01-01 00:00:00,"['3', '11', '29', '25']",Gua search tentang Ndrewstjan dan kurang dari seminggu terakhir dia udah dapet gelar tambahan sebagai Zionis pesek sawo matang & anti children This Guy,,Jewish,0,0,1,0,0,0,1,0,0,True,True,False,False,True,True,False,False,True,Saya mencari tentang Ndrewstjan dan kurang dari seminggu terakhir dia sudah dapat gelar tambahan sebagai Zionis pesek sawo matang dan anti anak orang ini.
5528,5975-01-01 00:00:00,"['3', '11', '29', '25']","Rasanya ingin mengumpat ""Israel goblok!"" Namun setelah dipikir-pikir umpatan tersebut tidak akan mengubah fakta bahwa IQ rata-rata penduduk Israel masih lebih tinggi dibanding IQ rata-rata penduduk Indonesia di mana gw termasuk ada di dalamnya.",,Jewish,0,0,1,0,0,0,0,0,0,True,True,False,False,True,False,False,False,True,"Rasanya ingin mengumpat ""Israel goblok!"" Namun setelah dipikir-pikir umpatan tersebut tidak akan mengubah fakta bahwa IQ rata-rata penduduk Israel masih lebih tinggi dibanding IQ rata-rata penduduk Indonesia di mana gw termasuk ada di dalamnya."
